match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T202204,RCB Vs Sunrisers,Sunrisers,Jason Holder,4,0,30,3,7.5,13,2,1,4,0
T202204,RCB Vs Sunrisers,Sunrisers,Shahbaz Nadeem,4,0,36,1,9,9,2,3,0,0
T202204,RCB Vs Sunrisers,Sunrisers,TNatarajan ,4,0,32,1,8,7,4,0,1,0
T202204,RCB Vs Sunrisers,Sunrisers,Rashid Khan,4,0,18,2,4.5,10,1,0,1,0
T202204,RCB Vs Sunrisers,RCB,Mohammed Siraj,4,1,25,2,6.25,14,2,1,1,0
T202204,RCB Vs Sunrisers,RCB,Kyle Jamieson,3,0,30,1,10,9,3,2,1,0
T202204,RCB Vs Sunrisers,RCB,Washington Sundar,2,0,14,0,7,7,1,1,1,0
T202204,RCB Vs Sunrisers,RCB,Yuzvendra Chahal,4,0,29,0,7.25,9,3,0,1,0
T202204,RCB Vs Sunrisers,RCB,Harshal Patel,4,0,25,2,6.25,10,2,0,0,2
T202204,RCB Vs Sunrisers,RCB,Dan Christian,1,0,7,0,7,1,0,0,0,0
T202204,RCB Vs Sunrisers,RCB,Shahbaz Ahmed,2,0,7,3,3.5,6,0,0,0,0
T209194,Mumbai Vs KKR,KKR,Harbhajan Singh,2,0,17,0,8.5,6,3,0,1,0
T209194,Mumbai Vs KKR,KKR,Varun Chakravarthy,4,0,27,1,6.75,9,3,0,1,0
T209194,Mumbai Vs KKR,KKR,Shakib AlHasan,4,0,23,1,5.75,4,1,0,0,0
T209194,Mumbai Vs KKR,KKR,Pat Cummins,4,0,24,2,6,12,2,1,0,0
T209194,Mumbai Vs KKR,KKR,Prasidh Krishna,4,0,42,1,10.5,8,5,2,0,0
T209194,Mumbai Vs KKR,KKR,Andre Russell,2,0,15,5,7.5,6,2,0,1,0
T209194,Mumbai Vs KKR,Mumbai,Trent Boult,4,0,27,2,6.75,12,3,1,0,0
T209194,Mumbai Vs KKR,Mumbai,Marco Jansen,2,0,17,0,8.5,5,3,0,0,0
T209194,Mumbai Vs KKR,Mumbai,Jasprit Bumrah,4,0,28,0,7,9,4,0,0,1
T209194,Mumbai Vs KKR,Mumbai,Krunal Pandya,4,0,13,1,3.25,13,0,0,1,0
T209194,Mumbai Vs KKR,Mumbai,Kieron Pollard,1,0,12,0,12,2,1,1,0,0
T209194,Mumbai Vs KKR,Mumbai,Rahul Chahar,4,0,27,4,6.75,11,2,1,0,0
T209194,Mumbai Vs KKR,Mumbai,Rohit Sharma,1,0,9,0,9,0,1,0,0,0
T207896,Punjab Kings Vs Royals,Royals,Chetan Sakariya,4,0,31,3,7.75,13,6,0,0,1
T207896,Punjab Kings Vs Royals,Royals,Mustafizur Rahman,4,0,45,0,11.25,4,4,1,3,1
T207896,Punjab Kings Vs Royals,Royals,Chris Morris,4,0,41,2,10.25,8,2,3,1,0
T207896,Punjab Kings Vs Royals,Royals,Shreyas Gopal,3,0,40,0,13.33,3,3,3,0,0
T207896,Punjab Kings Vs Royals,Royals,Ben Stokes,1,0,12,0,12,2,1,1,0,0
T207896,Punjab Kings Vs Royals,Royals,Rahul Tewatia,2,0,25,0,12.5,2,1,2,0,0
T207896,Punjab Kings Vs Royals,Royals,Riyan Parag,1,0,7,1,7,2,1,0,0,0
T207896,Punjab Kings Vs Royals,Royals,Shivam Dube,1,0,20,0,20,1,0,3,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,Mohammed Shami,4,0,33,2,8.25,13,5,1,2,0
T207896,Punjab Kings Vs Royals,Punjab Kings,Jhye Richardson,4,0,55,1,13.75,5,5,3,2,0
T207896,Punjab Kings Vs Royals,Punjab Kings,Arshdeep Singh,4,0,35,3,8.75,9,5,1,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,Riley Meredith,4,0,49,1,12.25,6,5,3,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,Murugan Ashwin,4,0,43,0,10.75,7,2,3,2,1
T209178,KKR Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,45,1,11.25,10,6,2,1,0
T209178,KKR Vs Sunrisers,Sunrisers,Sandeep Sharma,3,0,35,0,11.66,5,5,1,0,0
T209178,KKR Vs Sunrisers,Sunrisers,TNatarajan ,4,0,37,1,9.25,7,3,2,1,0
T209178,KKR Vs Sunrisers,Sunrisers,Mohammad Nabi,4,0,32,2,8,9,2,2,0,0
T209178,KKR Vs Sunrisers,Sunrisers,Rashid Khan,4,0,24,2,6,10,1,0,1,0
T209178,KKR Vs Sunrisers,Sunrisers,Vijay Shankar,1,0,14,0,14,0,1,1,0,0
T209178,KKR Vs Sunrisers,KKR,Harbhajan Singh,1,0,8,0,8,3,0,1,0,0
T209178,KKR Vs Sunrisers,KKR,Prasidh Krishna,4,0,35,2,8.75,11,4,0,4,0
T209178,KKR Vs Sunrisers,KKR,Shakib AlHasan,4,0,34,1,8.5,8,1,3,0,0
T209178,KKR Vs Sunrisers,KKR,Pat Cummins,4,0,30,1,7.5,9,1,2,0,0
T209178,KKR Vs Sunrisers,KKR,Andre Russell,3,0,32,1,10.66,5,2,2,1,0
T209178,KKR Vs Sunrisers,KKR,Varun Chakravarthy,4,0,36,0,9,6,1,2,0,0
T206363,Super Kings Vs Capitals,Capitals,Chris Woakes,3,0,18,2,6,11,3,0,0,0
T206363,Super Kings Vs Capitals,Capitals,Avesh Khan,4,0,23,2,5.75,11,3,0,1,0
T206363,Super Kings Vs Capitals,Capitals,Ravichandran Ashwin,4,0,47,1,11.75,9,4,4,0,0
T206363,Super Kings Vs Capitals,Capitals,Tom Curran,4,0,40,1,10,7,4,2,1,0
T206363,Super Kings Vs Capitals,Capitals,Amit Mishra,3,0,27,0,9,4,0,2,0,0
T206363,Super Kings Vs Capitals,Capitals,Marcus Stoinis,2,0,26,0,13,4,2,2,0,1
T206363,Super Kings Vs Capitals,Super Kings,Deepak Chahar,4,0,36,0,9,8,5,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,Sam Curran,2,0,24,0,12,2,3,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,Shardul Thakur,3.4,0,53,2,14.45,6,11,0,2,0
T206363,Super Kings Vs Capitals,Super Kings,Ravindra Jadeja,2,0,16,0,8,2,0,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,Moeen Ali,3,0,33,0,11,2,2,2,0,1
T206363,Super Kings Vs Capitals,Super Kings,Dwayne Bravo,4,0,28,1,7,7,3,0,1,0
T203784,Mumbai Vs RCB,RCB,Mohammed Siraj,4,0,22,0,5.5,12,2,0,1,0
T203784,Mumbai Vs RCB,RCB,Kyle Jamieson,4,0,27,1,6.75,13,3,1,0,1
T203784,Mumbai Vs RCB,RCB,Yuzvendra Chahal,4,0,41,0,10.25,8,3,3,0,0
T203784,Mumbai Vs RCB,RCB,Shahbaz Ahmed,1,0,14,0,14,0,1,1,0,0
T203784,Mumbai Vs RCB,RCB,Harshal Patel,4,0,27,5,6.75,12,2,1,0,1
T203784,Mumbai Vs RCB,RCB,Dan Christian,2,0,21,0,10.5,3,3,0,1,0
T203784,Mumbai Vs RCB,RCB,Washington Sundar,1,0,7,1,7,2,1,0,0,0
T203784,Mumbai Vs RCB,Mumbai,Trent Boult,4,0,36,1,9,12,4,1,2,0
T203784,Mumbai Vs RCB,Mumbai,Jasprit Bumrah,4,0,26,2,6.5,10,2,0,0,0
T203784,Mumbai Vs RCB,Mumbai,Marco Jansen,4,0,28,2,7,9,2,0,3,1
T203784,Mumbai Vs RCB,Mumbai,Krunal Pandya,4,0,25,1,6.25,9,1,1,0,0
T203784,Mumbai Vs RCB,Mumbai,Rahul Chahar,4,0,43,0,10.75,4,3,2,0,0
T202715,Royals Vs Titans,Titans,Mohammed Shami,4,0,33,1,8.25,12,4,1,0,0
T202715,Royals Vs Titans,Titans,Yash Dayal,3,0,18,1,6,9,1,1,0,0
T202715,Royals Vs Titans,Titans,Lockie Ferguson,3,0,22,0,7.33,5,3,0,0,0
T202715,Royals Vs Titans,Titans,Rashid Khan,4,0,18,1,4.5,9,1,0,0,0
T202715,Royals Vs Titans,Titans,Hardik Pandya,4,0,17,3,4.25,14,2,0,0,0
T202715,Royals Vs Titans,Titans,Sai Kishore,2,0,20,2,10,3,0,2,0,0
T202715,Royals Vs Titans,Royals,Trent Boult,4,1,14,1,3.5,17,1,0,2,0
T202715,Royals Vs Titans,Royals,Prasidh Krishna,4,0,40,1,10,13,5,1,2,0
T202715,Royals Vs Titans,Royals,Yuzvendra Chahal,4,0,20,1,5,10,1,0,0,0
T202715,Royals Vs Titans,Royals,Obed McCoy,3.1,0,26,0,8.21,5,2,1,0,0
T202715,Royals Vs Titans,Royals,Ravichandran Ashwin,3,0,32,0,10.66,2,1,2,0,0
T201109,RCB Vs Royals,Royals,Trent Boult,4,0,28,1,7,13,3,1,0,0
T201109,RCB Vs Royals,Royals,Prasidh Krishna,4,0,22,3,5.5,17,3,1,1,0
T201109,RCB Vs Royals,Royals,Obed McCoy,4,0,23,3,5.75,10,2,0,1,0
T201109,RCB Vs Royals,Royals,Ravichandran Ashwin,4,0,31,1,7.75,5,0,2,1,0
T201109,RCB Vs Royals,Royals,Yuzvendra Chahal,4,0,45,0,11.25,2,1,3,4,0
T201109,RCB Vs Royals,RCB,Mohammed Siraj,2,0,31,0,15.5,5,3,3,0,0
T201109,RCB Vs Royals,RCB,Josh Hazlewood,4,0,23,2,5.75,12,3,0,0,0
T201109,RCB Vs Royals,RCB,Glenn Maxwell,3,0,17,0,5.66,5,0,0,0,0
T201109,RCB Vs Royals,RCB,Shahbaz Ahmed,2,0,35,0,17.5,2,3,3,0,0
T201109,RCB Vs Royals,RCB,Harshal Patel,3.1,0,29,0,9.15,6,2,2,0,0
T201109,RCB Vs Royals,RCB,Wanindu Hasaranga,4,0,26,1,6.5,11,1,2,0,0
T207136,RCB Vs Super Giants,Super Giants,Mohsin Khan,4,0,25,1,6.25,13,1,1,1,0
T207136,RCB Vs Super Giants,Super Giants,Dushmantha Chameera,4,0,54,0,13.5,7,8,2,0,1
T207136,RCB Vs Super Giants,Super Giants,Krunal Pandya,4,0,39,1,9.75,4,4,1,1,0
T207136,RCB Vs Super Giants,Super Giants,Avesh Khan,4,0,44,1,11,10,6,1,2,0
T207136,RCB Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,45,1,11.25,8,2,4,1,0
T207136,RCB Vs Super Giants,RCB,Mohammed Siraj,4,0,41,1,10.25,10,1,4,2,0
T207136,RCB Vs Super Giants,RCB,Josh Hazlewood,4,0,43,3,10.75,11,3,3,3,0
T207136,RCB Vs Super Giants,RCB,Shahbaz Ahmed,4,0,35,0,8.75,6,1,2,2,0
T207136,RCB Vs Super Giants,RCB,Wanindu Hasaranga,4,0,42,1,10.5,5,1,4,0,0
T207136,RCB Vs Super Giants,RCB,Harshal Patel,4,0,25,1,6.25,11,0,1,3,0
T203302,Royals Vs Titans,Titans,Mohammed Shami,4,0,43,1,10.75,11,6,1,2,0
T203302,Royals Vs Titans,Titans,Yash Dayal,4,0,46,1,11.5,11,5,2,2,1
T203302,Royals Vs Titans,Titans,Alzarri Joseph,2,0,27,0,13.5,4,3,2,0,0
T203302,Royals Vs Titans,Titans,Rashid Khan,4,0,15,0,3.75,10,0,0,0,0
T203302,Royals Vs Titans,Titans,Sai Kishore,4,0,43,1,10.75,4,4,2,1,0
T203302,Royals Vs Titans,Titans,Hardik Pandya,2,0,14,1,7,4,1,0,1,0
T203302,Royals Vs Titans,Royals,Trent Boult,4,0,38,1,9.5,8,6,0,0,0
T203302,Royals Vs Titans,Royals,Prasidh Krishna,3.3,0,40,0,11.42,10,3,3,1,0
T203302,Royals Vs Titans,Royals,Ravichandran Ashwin,4,0,40,0,10,5,4,1,3,0
T203302,Royals Vs Titans,Royals,Yuzvendra Chahal,4,0,32,0,8,5,1,2,0,0
T203302,Royals Vs Titans,Royals,Obed McCoy,4,0,40,1,10,4,5,0,3,1
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,Liam Livingstone,4,0,25,0,6.25,8,1,1,0,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,Arshdeep Singh,4,0,25,0,6.25,10,3,0,0,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,Kagiso Rabada,4,0,38,1,9.5,10,4,1,3,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,Nathan Ellis,4,0,40,3,10,11,3,3,1,1
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,Harpreet Brar,4,0,26,3,6.5,11,2,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Bhuvneshwar Kumar,2,0,22,0,11,4,3,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Washington Sundar,2,0,19,1,9.5,4,2,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Fazalhaq Farooqi,4,0,32,2,8,7,4,0,1,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Jagadeesha Suchith,4,0,38,1,9.5,9,2,3,2,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Umran Malik,2.1,0,24,1,11.07,5,2,2,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,Romario Shepherd,1,0,23,0,23,1,2,2,1,0
T205729,Capitals Vs Mumbai,Mumbai,Daniel Sams,4,0,30,1,7.5,10,1,2,1,0
T205729,Capitals Vs Mumbai,Mumbai,Hrithik Shokeen,4,0,34,0,8.5,11,3,2,2,0
T205729,Capitals Vs Mumbai,Mumbai,Jasprit Bumrah,4,0,25,3,6.25,11,0,2,0,0
T205729,Capitals Vs Mumbai,Mumbai,Mayank Markande,4,0,26,1,6.5,9,1,1,0,0
T205729,Capitals Vs Mumbai,Mumbai,Riley Meredith,2,0,9,0,4.5,7,1,0,1,0
T205729,Capitals Vs Mumbai,Mumbai,Ramandeep Singh,2,0,29,2,14.5,4,2,2,4,0
T205729,Capitals Vs Mumbai,Capitals,Khaleel Ahmed,3.1,0,24,0,7.57,11,3,1,1,1
T205729,Capitals Vs Mumbai,Capitals,Anrich Nortje,4,0,37,2,9.25,11,4,2,0,0
T205729,Capitals Vs Mumbai,Capitals,Shardul Thakur,3,0,32,2,10.66,8,0,4,2,0
T205729,Capitals Vs Mumbai,Capitals,Mitchell Marsh,2,0,7,0,3.5,8,1,0,0,0
T205729,Capitals Vs Mumbai,Capitals,Kuldeep Yadav,4,0,33,1,8.25,9,1,3,0,0
T205729,Capitals Vs Mumbai,Capitals,Axar Patel,3,0,26,0,8.66,3,0,2,0,0
T203588,Super Kings Vs Royals,Royals,Trent Boult,4,0,44,1,11,10,6,2,0,0
T203588,Super Kings Vs Royals,Royals,Prasidh Krishna,4,0,32,0,8,12,3,2,0,0
T203588,Super Kings Vs Royals,Royals,Ravichandran Ashwin,4,0,28,1,7,9,2,1,2,0
T203588,Super Kings Vs Royals,Royals,Yuzvendra Chahal,4,0,26,2,6.5,9,3,0,1,0
T203588,Super Kings Vs Royals,Royals,Obed McCoy,4,0,20,2,5,11,1,0,2,0
T203588,Super Kings Vs Royals,Super Kings,Mukesh Choudhary,4,0,41,0,10.25,8,6,1,0,0
T203588,Super Kings Vs Royals,Super Kings,Simarjeet Singh,3,0,18,1,6,10,3,0,0,0
T203588,Super Kings Vs Royals,Super Kings,Mitchell Santner,3,0,15,1,5,7,1,0,0,0
T203588,Super Kings Vs Royals,Super Kings,Matheesha Pathirana,3.4,0,28,0,7.63,12,3,0,4,0
T203588,Super Kings Vs Royals,Super Kings,Moeen Ali,4,0,21,1,5.25,8,0,1,0,0
T203588,Super Kings Vs Royals,Super Kings,Prashant Solanki,2,0,20,2,10,6,1,2,0,0
T201867,Titans Vs RCB,RCB,Siddarth Kaul,4,0,43,0,10.75,6,5,2,0,0
T201867,Titans Vs RCB,RCB,Shahbaz Ahmed,2,0,15,0,7.5,5,1,1,0,0
T201867,Titans Vs RCB,RCB,Josh Hazlewood,4,0,39,2,9.75,10,3,3,0,0
T201867,Titans Vs RCB,RCB,Glenn Maxwell,4,1,28,1,7,14,0,3,1,0
T201867,Titans Vs RCB,RCB,Mahipal Lomror,1,0,11,0,11,1,0,1,0,0
T201867,Titans Vs RCB,RCB,Wanindu Hasaranga,4,0,25,1,6.25,7,2,0,1,0
T201867,Titans Vs RCB,RCB,Harshal Patel,1,0,6,0,6,3,0,0,0,0
T201867,Titans Vs RCB,Titans,Mohammed Shami,2,0,23,0,11.5,6,4,0,1,0
T201867,Titans Vs RCB,Titans,Hardik Pandya,3,0,35,0,11.66,6,4,2,1,0
T201867,Titans Vs RCB,Titans,Rashid Khan,4,0,32,2,8,6,1,2,0,0
T201867,Titans Vs RCB,Titans,Yash Dayal,4,0,35,0,8.75,6,5,0,1,0
T201867,Titans Vs RCB,Titans,Sai Kishore,4,0,20,0,5,7,0,0,0,0
T201867,Titans Vs RCB,Titans,Lockie Ferguson,1.4,0,21,0,12.6,2,4,0,0,0
T202863,Super Giants Vs KKR,KKR,Umesh Yadav,4,0,34,0,8.5,7,2,2,0,0
T202863,Super Giants Vs KKR,KKR,Tim Southee,4,0,57,0,14.25,5,2,6,1,0
T202863,Super Giants Vs KKR,KKR,Sunil Narine,4,0,27,0,6.75,8,0,2,0,0
T202863,Super Giants Vs KKR,KKR,Varun Chakravarthy,4,0,38,0,9.5,9,3,2,0,1
T202863,Super Giants Vs KKR,KKR,Andre Russell,3,0,45,0,15,1,5,2,0,0
T202863,Super Giants Vs KKR,KKR,Nitish Rana,1,0,9,0,9,0,1,0,0,0
T202863,Super Giants Vs KKR,Super Giants,Mohsin Khan,4,0,20,3,5,16,2,1,1,0
T202863,Super Giants Vs KKR,Super Giants,Jason Holder,4,0,45,0,11.25,10,3,4,2,0
T202863,Super Giants Vs KKR,Super Giants,Avesh Khan,4,0,60,0,15,6,7,3,3,1
T202863,Super Giants Vs KKR,Super Giants,Krishnappa Gowtham,2,0,23,1,11.5,4,3,1,0,0
T202863,Super Giants Vs KKR,Super Giants,Ravi Bishnoi,4,0,34,1,8.5,6,2,2,0,0
T202863,Super Giants Vs KKR,Super Giants,Marcus Stoinis,2,0,23,3,11.5,4,1,2,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,Daniel Sams,4,0,39,1,9.75,8,4,2,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,Riley Meredith,4,0,44,1,11,6,1,3,2,0
T206060,Sunrisers Vs Mumbai,Mumbai,Sanjay Yadav,2,0,23,0,11.5,6,3,1,2,0
T206060,Sunrisers Vs Mumbai,Mumbai,Jasprit Bumrah,4,0,32,1,8,11,4,1,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,Mayank Markande,3,0,31,0,10.33,2,3,1,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,Ramandeep Singh,3,0,20,3,6.66,5,2,0,1,0
T206060,Sunrisers Vs Mumbai,Sunrisers,Fazalhaq Farooqi,4,0,31,0,7.75,11,2,1,3,0
T206060,Sunrisers Vs Mumbai,Sunrisers,Bhuvneshwar Kumar,4,1,26,1,6.5,12,1,2,0,0
T206060,Sunrisers Vs Mumbai,Sunrisers,Washington Sundar,4,0,36,1,9,4,3,1,0,0
T206060,Sunrisers Vs Mumbai,Sunrisers,TNatarajan ,4,0,60,0,15,4,4,5,2,0
T206060,Sunrisers Vs Mumbai,Sunrisers,Umran Malik,3,0,23,3,7.66,12,2,1,3,2
T206060,Sunrisers Vs Mumbai,Sunrisers,Abhishek Sharma,1,0,10,0,10,1,0,1,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,Liam Livingstone,4,0,27,3,6.75,8,1,1,2,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,Kagiso Rabada,3,0,24,1,8,8,1,2,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,Harpreet Brar,3,0,29,0,9.66,6,4,1,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,Rishi Dhawan,2,0,17,0,8.5,2,2,0,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,Arshdeep Singh,4,0,37,3,9.25,7,3,1,0,1
T209295,Capitals Vs Punjab Kings,Punjab Kings,Rahul Chahar,4,0,19,0,4.75,14,1,1,0,0
T209295,Capitals Vs Punjab Kings,Capitals,Khaleel Ahmed,4,0,43,0,10.75,8,3,3,0,0
T209295,Capitals Vs Punjab Kings,Capitals,Anrich Nortje,4,0,29,1,7.25,11,4,0,1,1
T209295,Capitals Vs Punjab Kings,Capitals,Lalit Yadav,1,0,6,0,6,4,1,0,1,0
T209295,Capitals Vs Punjab Kings,Capitals,Shardul Thakur,4,0,36,4,9,10,3,2,3,0
T209295,Capitals Vs Punjab Kings,Capitals,Axar Patel,4,0,14,2,3.5,14,1,0,0,0
T209295,Capitals Vs Punjab Kings,Capitals,Kuldeep Yadav,3,0,14,2,4.66,9,1,0,0,0
T204939,Royals Vs Super Giants,Super Giants,Mohsin Khan,4,0,43,0,10.75,9,6,1,1,0
T204939,Royals Vs Super Giants,Super Giants,Dushmantha Chameera,3,0,35,0,11.66,7,5,1,0,1
T204939,Royals Vs Super Giants,Super Giants,Avesh Khan,3,0,20,1,6.66,9,3,0,0,0
T204939,Royals Vs Super Giants,Super Giants,Jason Holder,2,0,12,1,6,3,1,0,0,0
T204939,Royals Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,31,2,7.75,9,4,0,1,0
T204939,Royals Vs Super Giants,Super Giants,Marcus Stoinis,1,0,15,0,15,2,2,1,0,0
T204939,Royals Vs Super Giants,Super Giants,Ayush Badoni,1,0,5,1,5,3,0,0,0,0
T204939,Royals Vs Super Giants,Super Giants,Krunal Pandya,2,0,16,0,8,4,1,1,0,0
T204939,Royals Vs Super Giants,Royals,Trent Boult,4,0,18,2,4.5,14,2,0,0,0
T204939,Royals Vs Super Giants,Royals,Prasidh Krishna,4,0,32,2,8,14,2,2,2,0
T204939,Royals Vs Super Giants,Royals,Yuzvendra Chahal,4,0,42,1,10.5,6,2,3,1,0
T204939,Royals Vs Super Giants,Royals,Ravichandran Ashwin,4,0,24,1,6,7,1,0,1,0
T204939,Royals Vs Super Giants,Royals,Obed McCoy,4,0,35,2,8.75,7,2,1,4,0
T204140,Super Kings Vs Titans,Titans,Mohammed Shami,4,0,19,2,4.75,9,0,0,0,0
T204140,Super Kings Vs Titans,Titans,Hardik Pandya,2,0,8,0,4,5,0,0,0,1
T204140,Super Kings Vs Titans,Titans,Yash Dayal,3,0,27,0,9,6,2,1,3,0
T204140,Super Kings Vs Titans,Titans,Rashid Khan,4,0,31,1,7.75,6,0,2,0,0
T204140,Super Kings Vs Titans,Titans,Alzarri Joseph,3,0,15,1,5,10,2,0,0,0
T204140,Super Kings Vs Titans,Titans,Sai Kishore,4,0,31,1,7.75,8,3,1,1,0
T204140,Super Kings Vs Titans,Super Kings,Mukesh Choudhary,3,0,28,0,9.33,5,5,0,0,0
T204140,Super Kings Vs Titans,Super Kings,Simarjeet Singh,3,0,26,0,8.66,8,3,1,1,0
T204140,Super Kings Vs Titans,Super Kings,Mitchell Santner,4,0,24,0,6,11,3,0,0,0
T204140,Super Kings Vs Titans,Super Kings,Prashant Solanki,4,0,18,0,4.5,6,0,0,0,0
T204140,Super Kings Vs Titans,Super Kings,Matheesha Pathirana,3.1,0,24,2,7.57,8,3,0,3,0
T204140,Super Kings Vs Titans,Super Kings,Moeen Ali,2,0,11,1,5.5,4,1,0,0,0
T209676,KKR Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,27,1,6.75,13,3,0,5,0
T209676,KKR Vs Sunrisers,Sunrisers,Marco Jansen,4,0,30,1,7.5,11,0,3,0,0
T209676,KKR Vs Sunrisers,Sunrisers,TNatarajan ,4,0,43,1,10.75,7,1,4,1,0
T209676,KKR Vs Sunrisers,Sunrisers,Washington Sundar,4,0,40,0,10,8,1,4,0,0
T209676,KKR Vs Sunrisers,Sunrisers,Umran Malik,4,0,33,3,8.25,10,5,0,2,0
T209676,KKR Vs Sunrisers,KKR,Umesh Yadav,4,0,19,1,4.75,13,1,1,0,0
T209676,KKR Vs Sunrisers,KKR,Tim Southee,4,0,23,2,5.75,9,2,0,0,0
T209676,KKR Vs Sunrisers,KKR,Sunil Narine,4,0,34,1,8.5,6,1,2,0,0
T209676,KKR Vs Sunrisers,KKR,Andre Russell,4,0,22,3,5.5,14,3,0,2,0
T209676,KKR Vs Sunrisers,KKR,Varun Chakravarthy,4,0,25,1,6.25,13,1,2,1,0
T203332,Punjab Kings Vs RCB,RCB,Glenn Maxwell,2,0,17,1,8.5,6,0,2,0,0
T203332,Punjab Kings Vs RCB,RCB,Josh Hazlewood,4,0,64,0,16,5,7,4,2,0
T203332,Punjab Kings Vs RCB,RCB,Mohammed Siraj,2,0,36,0,18,3,2,4,0,1
T203332,Punjab Kings Vs RCB,RCB,Wanindu Hasaranga,4,0,15,2,3.75,12,1,0,0,0
T203332,Punjab Kings Vs RCB,RCB,Shahbaz Ahmed,4,0,40,1,10,5,3,2,0,0
T203332,Punjab Kings Vs RCB,RCB,Harshal Patel,4,0,34,4,8.5,10,3,2,1,0
T203332,Punjab Kings Vs RCB,Punjab Kings,Harpreet Brar,4,0,33,1,8.25,12,3,2,2,0
T203332,Punjab Kings Vs RCB,Punjab Kings,Arshdeep Singh,4,0,27,1,6.75,9,3,0,1,0
T203332,Punjab Kings Vs RCB,Punjab Kings,Kagiso Rabada,4,0,21,3,5.25,15,2,0,2,0
T203332,Punjab Kings Vs RCB,Punjab Kings,Rishi Dhawan,4,0,36,2,9,4,2,1,0,0
T203332,Punjab Kings Vs RCB,Punjab Kings,Rahul Chahar,4,0,37,2,9.25,10,3,2,3,0
T203878,Super Kings Vs Mumbai,Mumbai,Daniel Sams,4,0,16,3,4,18,1,0,6,0
T203878,Super Kings Vs Mumbai,Mumbai,Jasprit Bumrah,3,1,12,1,4,13,2,0,0,0
T203878,Super Kings Vs Mumbai,Mumbai,Riley Meredith,3,0,27,2,9,11,3,1,1,0
T203878,Super Kings Vs Mumbai,Mumbai,Hrithik Shokeen,2,0,12,0,6,7,0,1,1,0
T203878,Super Kings Vs Mumbai,Mumbai,Kumar Kartikeya,3,0,22,2,7.33,9,2,1,0,0
T203878,Super Kings Vs Mumbai,Mumbai,Ramandeep Singh,1,0,5,1,5,4,1,0,0,0
T203878,Super Kings Vs Mumbai,Super Kings,Mukesh Choudhary,4,0,23,3,5.75,17,4,0,3,0
T203878,Super Kings Vs Mumbai,Super Kings,Simarjeet Singh,4,0,22,1,5.5,16,3,0,1,0
T203878,Super Kings Vs Mumbai,Super Kings,Dwayne Bravo,2,0,16,0,8,3,1,0,1,0
T203878,Super Kings Vs Mumbai,Super Kings,Maheesh Theekshana,3,0,24,0,8,5,3,0,0,0
T203878,Super Kings Vs Mumbai,Super Kings,Moeen Ali,1.5,0,17,1,9.27,4,0,2,0,0
T201826,Royals Vs Capitals,Capitals,Chetan Sakariya,4,0,23,2,5.75,9,1,0,3,0
T201826,Royals Vs Capitals,Capitals,Anrich Nortje,4,0,39,2,9.75,8,4,2,1,0
T201826,Royals Vs Capitals,Capitals,Shardul Thakur,4,0,27,0,6.75,12,4,0,1,0
T201826,Royals Vs Capitals,Capitals,Axar Patel,2,0,25,0,12.5,5,1,3,0,0
T201826,Royals Vs Capitals,Capitals,Mitchell Marsh,3,0,25,2,8.33,5,4,0,0,0
T201826,Royals Vs Capitals,Capitals,Kuldeep Yadav,3,0,20,0,6.66,3,0,1,0,0
T201826,Royals Vs Capitals,Royals,Trent Boult,4,0,32,1,8,11,4,1,2,0
T201826,Royals Vs Capitals,Royals,Prasidh Krishna,3,1,20,0,6.66,11,2,1,0,0
